500.0 0.0
1003.5 0.0
1010.5 0.0
1017.5 0.0
1024.55 0.0
1031.7 0.0
1038.9 0.0
1046.1 0.0
1053.35 0.0
1060.7 0.0
1068.1 0.0
1075.5 0.0
1082.95 0.0
1090.5 0.0
1098.1 0.0
1105.75 0.0
1113.45 0.0
1121.2 0.0
1129.0 0.0
1136.85 0.0
1144.75 0.0
1152.7 0.0
1160.7 0.0
1168.75 0.0
1176.9 0.0
1185.1 0.0
1193.35 0.0
1201.65 0.0
1210.0 0.0
1218.4 0.0
1226.85 0.0
1235.4 0.0
1244.0 0.0
1252.65 0.0
1261.4 0.0
1270.2 0.0
1279.0 0.0
1287.9 0.0
1296.85 0.0
1305.85 0.0
1314.95 0.0
1324.1 0.0
1333.3 0.0
1342.55 0.0
1351.9 0.0
1361.3 0.0
1370.75 0.0
1380.3 0.0
1389.9 0.0
1399.55 0.0
1409.3 0.0
1419.15 0.0
1429.05 0.0
1438.95 0.0
1448.95 0.0
1459.05 0.0
1469.2 0.0
1479.4 0.0
1489.65 0.0
1500.0 0.0
1510.45 0.0
1521.0 0.0
1531.6 0.0
1542.25 0.0
1552.95 0.0
1563.75 0.0
1574.65 0.0
1585.6 0.0
1596.6 0.0
1607.7 0.0
1618.9 0.0
1630.15 0.0
1641.5 0.0
1652.9 0.0
1664.4 0.0
1676.0 0.0
1687.65 0.0
1699.4 0.0
1711.2 0.0
1723.1 0.0
1735.1 0.0
1747.15 0.0
1759.3 0.0
1771.55 0.0
1783.9 1.911e+40
1796.3 0.0
1808.75 0.0
1821.35 0.0
1834.05 0.0
1846.8 0.0
1859.65 1.8779e+40
1872.55 0.0
1885.55 1.0592e+40
1898.7 5.2069e+37
1911.9 0.0
1925.2 6.9235e+37
1938.6 0.0
1952.05 2.8717e+37
1965.65 0.0
1979.35 1.083e+40
1993.1 0.0
2006.95 0.0
2020.9 1.0441e+40
2034.95 0.0
2049.1 0.0
2063.35 1.487e+40
2077.7 4.1953e+40
2092.15 0.0
2106.7 0.0
2121.35 0.0
2136.1 1.6022e+40
2151.0 0.0
2166.0 3.0052e+40
2181.05 6.7242e+40
2196.2 1.1931e+40
2211.45 0.0
2226.85 2.915e+40
2242.35 1.578e+39
2257.95 2.7804e+40
2273.65 1.8533e+40
2289.45 1.5551e+40
2305.4 3.3487e+40
2321.45 2.7755e+40
2337.6 6.2297e+37
2353.85 6.9326e+37
2370.2 0.0
2386.7 1.3055e+38
2403.3 6.5386e+37
2420.0 1.5274e+39
2436.85 0.0
2453.8 2.022e+40
2470.85 2.7168e+40
2488.05 9.3721e+37
2505.35 1.8602e+40
2522.75 1.3294e+40
2540.3 6.4913e+36
2558.0 1.8248e+35
2575.8 1.5766e+39
2593.7 4.3048e+39
2611.75 1.864e+40
2629.9 3.4434e+40
2648.2 1.4592e+35
2666.65 1.2255e+40
2685.2 1.7403e+40
2703.85 1.3822e+40
2722.65 1.2674e+40
2741.6 2.7344e+40
2760.65 2.2258e+39
2779.85 2.274e+40
2799.2 1.3584e+38
2818.65 1.0271e+40
2838.25 4.6308e+40
2858.0 1.2192e+41
2877.9 2.5559e+41
2897.9 1.7572e+41
2918.05 1.7786e+41
2938.35 4.9806e+41
2958.75 4.191e+41
2979.35 4.032e+41
3000.1 3.9956e+41
3020.95 4.6704e+41
3041.95 2.3733e+41
3063.15 1.541e+41
3084.45 2.3117e+41
3105.9 3.4733e+41
3127.5 5.1033e+41
3149.25 3.835e+41
3171.15 8.3943e+41
3193.2 9.9995e+41
3215.45 8.1573e+41
3237.8 6.4934e+41
3260.3 4.5201e+41
3283.0 6.1922e+41
3305.85 7.6523e+41
3328.85 6.9763e+41
3352.0 6.4957e+41
3375.3 9.3746e+41
3398.75 8.1614e+41
3422.4 9.7581e+41
3446.2 1.2915e+42
3470.15 1.0714e+42
3494.3 1.3386e+42
3518.6 1.0978e+42
3543.1 1.1515e+42
3567.75 1.043e+42
3592.55 8.0106e+41
3617.55 6.0438e+41
3642.7 4.0716e+41
3668.05 3.6767e+41
3693.6 1.9185e+41
3719.25 8.8413e+40
3745.1 8.1478e+40
3771.15 1.3511e+41
3797.4 5.7519e+40
3823.85 1.0234e+41
3850.4 6.6287e+40
3877.15 1.1695e+41
3904.15 4.2923e+41
3931.3 8.0987e+41
3958.65 7.9674e+41
3986.2 7.9031e+41
4013.9 4.1245e+41
4041.8 5.5953e+41
4069.9 8.9314e+41
4098.25 1.5249e+42
4126.8 1.2074e+42
4155.5 1.4255e+42
4184.4 1.4352e+42
4213.5 1.443e+42
4242.8 1.372e+42
