# radius        density         temperature       velocity          h          he          c           n           o           ne           mg           si          s          ar          ca          ti          cr           fe           ni          fe52
     2.210938e+11       6.574343e-01       3.447104e+07       4.284335e+08       0.000000e+00       6.470978e-03       1.043627e-06       0.000000e+00       1.140818e-08       1.055574e-08       1.764691e-08       2.095127e-03       3.456389e-03       2.870027e-03       5.694266e-03       4.402915e-04       2.387041e-04       1.149022e-02       7.830157e-03       9.594128e-01
     2.214062e+11       6.566737e-01       3.410995e+07       4.291025e+08       0.000000e+00       6.315590e-03       1.016534e-06       0.000000e+00       1.167144e-08       1.057498e-08       1.768897e-08       2.168293e-03       3.579014e-03       2.934706e-03       5.830111e-03       4.393690e-04       2.424822e-04       1.160633e-02       7.981865e-03       9.589012e-01
     2.217188e+11       6.557967e-01       3.407455e+07       4.295905e+08       0.000000e+00       6.163087e-03       9.900079e-07       0.000000e+00       1.194369e-08       1.059581e-08       1.773593e-08       2.243527e-03       3.705108e-03       3.000585e-03       5.968441e-03       4.384040e-04       2.463090e-04       1.172385e-02       8.134853e-03       9.583748e-01
     2.221875e+11       6.542110e-01       3.434549e+07       4.304849e+08       0.000000e+00       5.941321e-03       9.515858e-07       0.000000e+00       1.237537e-08       1.063116e-08       1.781932e-08       2.361757e-03       3.903262e-03       3.102509e-03       6.182305e-03       4.368506e-04       2.521721e-04       1.190359e-02       8.367488e-03       9.575478e-01
     2.228125e+11       6.518070e-01       3.396025e+07       4.318352e+08       0.000000e+00       5.657033e-03       9.025587e-07       0.000000e+00       1.298872e-08       1.068502e-08       1.795256e-08       2.528155e-03       4.182104e-03       3.243328e-03       6.477373e-03       4.346174e-04       2.601716e-04       1.214798e-02       8.681854e-03       9.563864e-01
     2.234375e+11       6.495158e-01       3.389368e+07       4.333156e+08       0.000000e+00       5.383371e-03       8.555787e-07       0.000000e+00       1.364055e-08       1.074567e-08       1.810844e-08       2.703529e-03       4.475923e-03       3.389191e-03       6.782528e-03       4.322250e-04       2.683544e-04       1.239692e-02       9.000276e-03       9.551668e-01
     2.243750e+11       6.475385e-01       3.375911e+07       4.352366e+08       0.000000e+00       4.997326e-03       7.898091e-07       0.000000e+00       1.472677e-08       1.085490e-08       1.840773e-08       2.992257e-03       4.959381e-03       3.622498e-03       7.268847e-03       4.282134e-04       2.811490e-04       1.278269e-02       9.489557e-03       9.531773e-01
     2.256250e+11       6.440742e-01       3.395356e+07       4.376236e+08       0.000000e+00       4.522041e-03       7.095575e-07       0.000000e+00       1.636419e-08       1.102874e-08       1.892553e-08       3.422542e-03       5.678759e-03       3.958161e-03       7.963732e-03       4.221952e-04       2.989575e-04       1.330700e-02       1.014982e-02       9.502760e-01
     2.268750e+11       6.401612e-01       3.383894e+07       4.402270e+08       0.000000e+00       4.080278e-03       6.356265e-07       0.000000e+00       1.818821e-08       1.122937e-08       1.955906e-08       3.897691e-03       6.472266e-03       4.318289e-03       8.704702e-03       4.155185e-04       3.175320e-04       1.384373e-02       1.082057e-02       9.471287e-01
     2.287500e+11       6.349501e-01       3.365458e+07       4.441592e+08       0.000000e+00       3.508447e-03       5.414974e-07       0.000000e+00       2.159187e-08       1.160825e-08       2.092228e-08       4.773744e-03       7.927530e-03       4.942798e-03       9.964852e-03       4.035566e-04       3.472785e-04       1.461208e-02       1.178015e-02       9.417390e-01
     2.306250e+11       6.298838e-01       3.346111e+07       4.480008e+08       0.000000e+00       2.996810e-03       4.582708e-07       0.000000e+00       2.547113e-08       1.203596e-08       2.258961e-08       5.767039e-03       9.570436e-03       5.624574e-03       1.132067e-02       3.903847e-04       3.777715e-04       1.531983e-02       1.267155e-02       9.359604e-01
     2.318750e+11       6.260637e-01       3.333340e+07       4.504861e+08       0.000000e+00       2.695651e-03       4.099855e-07       0.000000e+00       2.848462e-08       1.236068e-08       2.397736e-08       6.535476e-03       1.083435e-02       6.130358e-03       1.230841e-02       3.805871e-04       3.985066e-04       1.573807e-02       1.320763e-02       9.317705e-01
     2.331250e+11       6.214797e-01       3.319581e+07       4.528864e+08       0.000000e+00       2.423917e-03       3.669389e-07       0.000000e+00       3.188510e-08       1.271604e-08       2.562507e-08       7.401013e-03       1.225039e-02       6.681116e-03       1.336642e-02       3.699609e-04       4.190219e-04       1.610595e-02       1.368991e-02       9.272919e-01
     2.343750e+11       6.157166e-01       3.306977e+07       4.556622e+08       0.000000e+00       2.180304e-03       3.288250e-07       0.000000e+00       3.572458e-08       1.309641e-08       2.758415e-08       8.378288e-03       1.383812e-02       7.280931e-03       1.449647e-02       3.585092e-04       4.385394e-04       1.641999e-02       1.411430e-02       9.224941e-01
     2.353125e+11       6.119333e-01       3.261497e+07       4.578388e+08       0.000000e+00       2.010074e-03       3.024095e-07       0.000000e+00       3.881555e-08       1.339067e-08       2.920811e-08       9.165515e-03       1.511133e-02       7.753878e-03       1.537662e-02       3.495524e-04       4.525354e-04       1.663096e-02       1.440591e-02       9.187433e-01
     2.359375e+11       6.096388e-01       3.259858e+07       4.591465e+08       0.000000e+00       1.904449e-03       2.861618e-07       0.000000e+00       4.103362e-08       1.359204e-08       3.040740e-08       9.731000e-03       1.602146e-02       8.086305e-03       1.598725e-02       3.433156e-04       4.613764e-04       1.675585e-02       1.458313e-02       9.161255e-01
     2.365625e+11       6.075709e-01       3.257477e+07       4.604378e+08       0.000000e+00       1.804558e-03       2.708994e-07       0.000000e+00       4.338077e-08       1.379553e-08       3.170507e-08       1.033012e-02       1.698173e-02       8.432481e-03       1.661632e-02       3.368756e-04       4.697783e-04       1.686934e-02       1.474766e-02       9.134108e-01
     2.371875e+11       6.056358e-01       3.254884e+07       4.617307e+08       0.000000e+00       1.709719e-03       2.564996e-07       0.000000e+00       4.585546e-08       1.399884e-08       3.310212e-08       1.096275e-02       1.799140e-02       8.792037e-03       1.726283e-02       3.302462e-04       4.777405e-04       1.697289e-02       1.490095e-02       9.105991e-01
     2.378125e+11       6.037444e-01       3.252137e+07       4.630250e+08       0.000000e+00       1.619510e-03       2.428862e-07       0.000000e+00       4.845753e-08       1.419996e-08       3.460019e-08       1.162905e-02       1.905028e-02       9.164795e-03       1.792611e-02       3.234362e-04       4.852683e-04       1.706746e-02       1.504392e-02       9.076898e-01
     2.384375e+11       6.018233e-01       3.249583e+07       4.643122e+08       0.000000e+00       1.534107e-03       2.300845e-07       0.000000e+00       5.120509e-08       1.439579e-08       3.621654e-08       1.233413e-02       2.016518e-02       9.552363e-03       1.860759e-02       3.164330e-04       4.923206e-04       1.715291e-02       1.517618e-02       9.046684e-01
     2.389062e+11       6.003396e-01       3.248309e+07       4.652772e+08       0.000000e+00       1.472249e-03       2.208516e-07       0.000000e+00       5.333378e-08       1.453943e-08       3.748510e-08       1.288118e-02       2.102747e-02       9.849856e-03       1.912684e-02       3.110949e-04       4.973888e-04       1.721289e-02       1.527050e-02       9.023502e-01
     2.392188e+11       5.993219e-01       3.246956e+07       4.659214e+08       0.000000e+00       1.432544e-03       2.149540e-07       0.000000e+00       5.480579e-08       1.463247e-08       3.837484e-08       1.326010e-02       2.162261e-02       1.005348e-02       1.947930e-02       3.074703e-04       5.006104e-04       1.725001e-02       1.532995e-02       9.007636e-01
     2.394531e+11       5.985446e-01       3.246273e+07       4.664054e+08       0.000000e+00       1.403340e-03       2.106269e-07       0.000000e+00       5.592954e-08       1.470106e-08       3.905888e-08       1.354963e-02       2.207651e-02       1.020815e-02       1.974588e-02       3.047287e-04       5.029675e-04       1.727680e-02       1.537325e-02       8.995584e-01
     2.396094e+11       5.980099e-01       3.245568e+07       4.667271e+08       0.000000e+00       1.384257e-03       2.078067e-07       0.000000e+00       5.669295e-08       1.474592e-08       3.952701e-08       1.374651e-02       2.238456e-02       1.031266e-02       1.992522e-02       3.028842e-04       5.044989e-04       1.729395e-02       1.540126e-02       8.987439e-01
     2.397266e+11       5.976403e-01       3.245235e+07       4.669722e+08       0.000000e+00       1.370088e-03       2.057153e-07       0.000000e+00       5.727071e-08       1.477922e-08       3.988258e-08       1.389558e-02       2.261758e-02       1.039155e-02       2.006029e-02       3.014950e-04       5.056326e-04       1.730654e-02       1.542194e-02       8.981290e-01
     2.398047e+11       5.972634e-01       3.244479e+07       4.671317e+08       0.000000e+00       1.360733e-03       2.043362e-07       0.000000e+00       5.765934e-08       1.480120e-08       4.012260e-08       1.399590e-02       2.277425e-02       1.044449e-02       2.015072e-02       3.005649e-04       5.063791e-04       1.731478e-02       1.543553e-02       8.977163e-01
     2.398828e+11       5.970390e-01       3.244490e+07       4.673538e+08       0.000000e+00       1.351450e-03       2.029692e-07       0.000000e+00       5.805032e-08       1.482299e-08       4.036471e-08       1.409686e-02       2.293180e-02       1.049764e-02       2.024138e-02       2.996326e-04       5.071180e-04       1.732289e-02       1.544896e-02       8.973020e-01
     2.399609e+11       5.985380e-01       3.246116e+07       4.673538e+08       0.000000e+00       1.342206e-03       2.016089e-07       0.000000e+00       5.844473e-08       1.484466e-08       4.060955e-08       1.419875e-02       2.309068e-02       1.055116e-02       2.033253e-02       2.986952e-04       5.078524e-04       1.733090e-02       1.546228e-02       8.968846e-01
     2.400391e+11       5.982412e-01       3.336381e+07       4.673538e+08       0.000000e+00       1.333018e-03       2.002580e-07       0.000000e+00       5.884174e-08       1.486618e-08       4.085659e-08       1.430134e-02       2.325056e-02       1.060495e-02       2.042398e-02       2.977547e-04       5.085810e-04       1.733881e-02       1.547548e-02       8.964652e-01
     2.401172e+11       5.979937e-01       3.335762e+07       4.673538e+08       0.000000e+00       1.323888e-03       1.989168e-07       0.000000e+00       5.924117e-08       1.488754e-08       4.110573e-08       1.440459e-02       2.341136e-02       1.065896e-02       2.051570e-02       2.968115e-04       5.093034e-04       1.734661e-02       1.548854e-02       8.960439e-01
     2.401953e+11       5.977235e-01       3.334945e+07       4.673538e+08       0.000000e+00       1.314819e-03       1.975858e-07       0.000000e+00       5.964306e-08       1.490872e-08       4.135702e-08       1.450851e-02       2.357310e-02       1.071322e-02       2.060768e-02       2.958657e-04       5.100195e-04       1.735431e-02       1.550147e-02       8.956207e-01
     2.402734e+11       5.974424e-01       3.334009e+07       4.673538e+08       0.000000e+00       1.305802e-03       1.962634e-07       0.000000e+00       6.004702e-08       1.492975e-08       4.161014e-08       1.461301e-02       2.373562e-02       1.076767e-02       2.069988e-02       2.949177e-04       5.107301e-04       1.736191e-02       1.551428e-02       8.951959e-01
     2.403906e+11       5.970093e-01       3.332692e+07       4.673538e+08       0.000000e+00       1.292413e-03       1.943025e-07       0.000000e+00       6.065856e-08       1.496090e-08       4.199475e-08       1.477128e-02       2.398153e-02       1.084989e-02       2.083875e-02       2.934899e-04       5.117820e-04       1.737306e-02       1.553319e-02       8.945543e-01
     2.405469e+11       5.964328e-01       3.330754e+07       4.673538e+08       0.000000e+00       1.274735e-03       1.917164e-07       0.000000e+00       6.148079e-08       1.500190e-08       4.251364e-08       1.498419e-02       2.431200e-02       1.096016e-02       2.102460e-02       2.915793e-04       5.131667e-04       1.738763e-02       1.555802e-02       8.936936e-01
     2.407812e+11       5.955576e-01       3.328053e+07       4.678587e+08       0.000000e+00       1.248733e-03       1.879227e-07       0.000000e+00       6.273616e-08       1.506177e-08       4.331163e-08       1.530962e-02       2.481606e-02       1.112766e-02       2.130559e-02       2.886913e-04       5.151905e-04       1.740856e-02       1.559412e-02       8.923855e-01
     2.410938e+11       5.943872e-01       3.324142e+07       4.685401e+08       0.000000e+00       1.214743e-03       1.829764e-07       0.000000e+00       6.443832e-08       1.513941e-08       4.440117e-08       1.575134e-02       2.549884e-02       1.135365e-02       2.168297e-02       2.848138e-04       5.178191e-04       1.743529e-02       1.564073e-02       8.906195e-01
     2.415625e+11       5.926376e-01       3.318639e+07       4.695532e+08       0.000000e+00       1.165656e-03       1.758696e-07       0.000000e+00       6.707893e-08       1.524928e-08       4.611496e-08       1.643817e-02       2.655601e-02       1.170079e-02       2.225741e-02       2.789164e-04       5.215673e-04       1.747207e-02       1.570642e-02       8.879027e-01
     2.421875e+11       5.903336e-01       3.311195e+07       4.708946e+08       0.000000e+00       1.103126e-03       1.668715e-07       0.000000e+00       7.073483e-08       1.538507e-08       4.852625e-08       1.739172e-02       2.801627e-02       1.217595e-02       2.303508e-02       2.709429e-04       5.262695e-04       1.751621e-02       1.578759e-02       8.841765e-01
     2.428125e+11       5.880927e-01       3.303465e+07       4.722151e+08       0.000000e+00       1.043820e-03       1.584000e-07       0.000000e+00       7.455618e-08       1.550845e-08       5.109511e-08       1.839192e-02       2.953844e-02       1.266599e-02       2.382651e-02       2.628461e-04       5.306472e-04       1.755509e-02       1.586171e-02       8.803227e-01
     2.434375e+11       5.857475e-01       3.296082e+07       4.735878e+08       0.000000e+00       9.872977e-04       1.503808e-07       0.000000e+00       7.852690e-08       1.562098e-08       5.380893e-08       1.943451e-02       3.111624e-02       1.316923e-02       2.462939e-02       2.546521e-04       5.347474e-04       1.758961e-02       1.592979e-02       8.763542e-01
     2.443750e+11       5.832235e-01       3.279330e+07       4.754372e+08       0.000000e+00       9.088389e-04       1.393776e-07       0.000000e+00       8.487804e-08       1.576442e-08       5.827087e-08       2.111148e-02       3.362954e-02       1.395860e-02       2.586298e-02       2.421281e-04       5.402694e-04       1.763162e-02       1.601843e-02       8.700958e-01
     2.456250e+11       5.801612e-01       3.296145e+07       4.777509e+08       0.000000e+00       8.137277e-04       1.262289e-07       0.000000e+00       9.399691e-08       1.591822e-08       6.490828e-08       2.353857e-02       3.721830e-02       1.506468e-02       2.754006e-02       2.253416e-04       5.467168e-04       1.767562e-02       1.611760e-02       8.612591e-01
     2.468750e+11       5.776088e-01       3.285250e+07       4.802490e+08       0.000000e+00       7.265536e-04       1.143525e-07       0.000000e+00       1.037664e-07       1.605238e-08       7.223564e-08       2.615703e-02       4.104474e-02       1.622430e-02       2.925355e-02       2.084279e-04       5.523873e-04       1.771149e-02       1.620082e-02       8.519204e-01
     2.487500e+11       5.736687e-01       3.265647e+07       4.840460e+08       0.000000e+00       6.164620e-04       9.980870e-08       0.000000e+00       1.204847e-07       1.616218e-08       8.563936e-08       3.071799e-02       4.751776e-02       1.811982e-02       3.184014e-02       1.844332e-04       5.590086e-04       1.772781e-02       1.629158e-02       8.364247e-01
     2.506250e+11       5.693942e-01       3.243908e+07       4.878049e+08       0.000000e+00       5.195103e-04       8.731188e-08       0.000000e+00       1.385449e-07       1.620249e-08       1.007445e-07       3.570546e-02       5.445491e-02       2.010737e-02       3.436390e-02       1.621076e-04       5.645137e-04       1.773123e-02       1.636451e-02       8.200261e-01
     2.518750e+11       5.663314e-01       3.229089e+07       4.903003e+08       0.000000e+00       4.634703e-04       8.031868e-08       0.000000e+00       1.517585e-07       1.620430e-08       1.123366e-07       3.940802e-02       5.948159e-02       2.151167e-02       3.597830e-02       1.485790e-04       5.674722e-04       1.773123e-02       1.640034e-02       8.083090e-01
     2.531250e+11       5.633807e-01       3.213181e+07       4.927309e+08       0.000000e+00       4.135747e-04       7.427146e-08       0.000000e+00       1.659638e-07       1.620435e-08       1.252939e-07       4.343887e-02       6.483980e-02       2.297779e-02       3.751068e-02       1.362587e-04       5.699512e-04       1.773098e-02       1.641908e-02       7.959626e-01
     2.543750e+11       5.599892e-01       3.198977e+07       4.954570e+08       0.000000e+00       3.693043e-04       6.907762e-08       0.000000e+00       1.812109e-07       1.620379e-08       1.397971e-07       4.782753e-02       7.053372e-02       2.450098e-02       3.893881e-02       1.251773e-04       5.720029e-04       1.773005e-02       1.642330e-02       7.829787e-01
     2.553125e+11       5.580143e-01       3.152188e+07       4.975656e+08       0.000000e+00       3.385381e-04       6.554860e-08       0.000000e+00       1.931267e-07       1.620263e-08       1.514193e-07       5.128777e-02       7.495533e-02       2.566732e-02       3.995860e-02       1.174207e-04       5.733563e-04       1.772859e-02       1.642419e-02       7.729485e-01
     2.559375e+11       5.568444e-01       3.149246e+07       4.988217e+08       0.000000e+00       3.195409e-04       6.342348e-08       0.000000e+00       2.014253e-07       1.620090e-08       1.597236e-07       5.372003e-02       7.801366e-02       2.646210e-02       4.060484e-02       1.125953e-04       5.741415e-04       1.772688e-02       1.642419e-02       7.660416e-01
     2.565625e+11       5.557792e-01       3.146090e+07       5.000479e+08       0.000000e+00       3.016315e-04       6.146038e-08       0.000000e+00       2.100036e-07       1.619797e-08       1.684840e-07       5.625321e-02       8.115698e-02       2.726902e-02       4.122543e-02       1.080173e-04       5.748428e-04       1.772436e-02       1.642417e-02       7.589619e-01
     2.571875e+11       5.547655e-01       3.143071e+07       5.012701e+08       0.000000e+00       2.846745e-04       5.963831e-08       0.000000e+00       2.188493e-07       1.619354e-08       1.776940e-07       5.888449e-02       8.437979e-02       2.808633e-02       4.182309e-02       1.036525e-04       5.754716e-04       1.772084e-02       1.642412e-02       7.517171e-01
     2.578125e+11       5.537729e-01       3.140173e+07       5.024946e+08       0.000000e+00       2.685867e-04       5.794433e-08       0.000000e+00       2.279556e-07       1.618731e-08       1.873520e-07       6.161251e-02       8.767855e-02       2.891275e-02       4.239981e-02       9.947882e-05       5.760353e-04       1.771614e-02       1.642400e-02       7.443116e-01
     2.584375e+11       5.527770e-01       3.137641e+07       5.037152e+08       0.000000e+00       2.533965e-04       5.638166e-08       0.000000e+00       2.373505e-07       1.617847e-08       1.975228e-07       6.444962e-02       9.105892e-02       2.974733e-02       4.295523e-02       9.549892e-05       5.765345e-04       1.770984e-02       1.642371e-02       7.367294e-01
     2.589062e+11       5.520073e-01       3.136534e+07       5.046314e+08       0.000000e+00       2.424115e-04       5.526883e-08       0.000000e+00       2.445283e-07       1.617044e-08       2.053913e-07       6.662793e-02       9.363051e-02       3.037623e-02       4.336217e-02       9.260144e-05       5.768806e-04       1.770429e-02       1.642337e-02       7.309631e-01
     2.592188e+11       5.514800e-01       3.135302e+07       5.052439e+08       0.000000e+00       2.353735e-04       5.456846e-08       0.000000e+00       2.494158e-07       1.616391e-08       2.108242e-07       6.811943e-02       9.537291e-02       3.079760e-02       4.362689e-02       9.073036e-05       5.770920e-04       1.769993e-02       1.642303e-02       7.270565e-01
     2.594531e+11       5.510751e-01       3.134756e+07       5.057041e+08       0.000000e+00       2.302017e-04       5.405854e-08       0.000000e+00       2.531186e-07       1.615853e-08       2.149689e-07       6.925257e-02       9.668960e-02       3.111415e-02       4.382297e-02       8.934971e-05       5.772436e-04       1.769640e-02       1.642273e-02       7.241043e-01
     2.596094e+11       5.507905e-01       3.134134e+07       5.060103e+08       0.000000e+00       2.268254e-04       5.372893e-08       0.000000e+00       2.556140e-07       1.615458e-08       2.177827e-07       7.001848e-02       9.757452e-02       3.132552e-02       4.395207e-02       8.844440e-05       5.773402e-04       1.769385e-02       1.642249e-02       7.221199e-01
     2.597266e+11       5.506023e-01       3.133860e+07       5.062443e+08       0.000000e+00       2.243196e-04       5.348552e-08       0.000000e+00       2.574953e-07       1.615147e-08       2.199116e-07       7.059674e-02       9.824073e-02       3.148413e-02       4.404829e-02       8.777102e-05       5.774110e-04       1.769186e-02       1.642229e-02       7.206259e-01
     2.598047e+11       5.502927e-01       3.133222e+07       5.063939e+08       0.000000e+00       2.226660e-04       5.332568e-08       0.000000e+00       2.587557e-07       1.614931e-08       2.213430e-07       7.098472e-02       9.868649e-02       3.158990e-02       4.411206e-02       8.732571e-05       5.774571e-04       1.769049e-02       1.642216e-02       7.196262e-01
     2.598828e+11       5.503003e-01       3.133229e+07       5.066073e+08       0.000000e+00       2.210259e-04       5.316771e-08       0.000000e+00       2.600203e-07       1.614708e-08       2.227829e-07       7.137440e-02       9.913325e-02       3.169564e-02       4.417551e-02       8.688326e-05       5.775025e-04       1.768909e-02       1.642201e-02       7.186241e-01
     2.599609e+11       5.517800e-01       3.134736e+07       5.066073e+08       0.000000e+00       2.193928e-04       5.301097e-08       0.000000e+00       2.612927e-07       1.614477e-08       2.242353e-07       7.176689e-02       9.958233e-02       3.180168e-02       4.423887e-02       8.644208e-05       5.775473e-04       1.768764e-02       1.642186e-02       7.176168e-01
     2.600391e+11       5.517014e-01       3.225955e+07       5.066073e+08       0.000000e+00       2.177699e-04       5.285573e-08       0.000000e+00       2.625704e-07       1.614239e-08       2.256973e-07       7.216139e-02       1.000328e-01       3.190780e-02       4.430203e-02       8.600296e-05       5.775915e-04       1.768616e-02       1.642169e-02       7.166062e-01
     2.601172e+11       5.517770e-01       3.225576e+07       5.066073e+08       0.000000e+00       2.161574e-04       5.270201e-08       0.000000e+00       2.638530e-07       1.613994e-08       2.271683e-07       7.255778e-02       1.004846e-01       3.201396e-02       4.436498e-02       8.556601e-05       5.776351e-04       1.768464e-02       1.642152e-02       7.155926e-01
     2.601953e+11       5.516831e-01       3.224864e+07       5.066073e+08       0.000000e+00       2.145559e-04       5.254989e-08       0.000000e+00       2.651403e-07       1.613741e-08       2.286484e-07       7.295604e-02       1.009377e-01       3.212013e-02       4.442768e-02       8.513139e-05       5.776781e-04       1.768309e-02       1.642135e-02       7.145761e-01
     2.602734e+11       5.512459e-01       3.223579e+07       5.066073e+08       0.000000e+00       2.129646e-04       5.239919e-08       0.000000e+00       2.664310e-07       1.613483e-08       2.301356e-07       7.335570e-02       1.013915e-01       3.222626e-02       4.449015e-02       8.469895e-05       5.777205e-04       1.768151e-02       1.642116e-02       7.135578e-01
     2.603906e+11       5.502629e-01       3.221470e+07       5.066073e+08       0.000000e+00       2.106060e-04       5.217703e-08       0.000000e+00       2.683746e-07       1.613078e-08       2.323835e-07       7.395846e-02       1.020738e-01       3.238519e-02       4.458317e-02       8.405651e-05       5.777828e-04       1.767906e-02       1.642086e-02       7.120264e-01
     2.605469e+11       5.498249e-01       3.219225e+07       5.066073e+08       0.000000e+00       2.074940e-04       5.188541e-08       0.000000e+00       2.709776e-07       1.612517e-08       2.354044e-07       7.476687e-02       1.029863e-01       3.259691e-02       4.470647e-02       8.320696e-05       5.778640e-04       1.767569e-02       1.642044e-02       7.099782e-01
     2.607812e+11       5.496311e-01       3.217125e+07       5.071356e+08       0.000000e+00       2.029205e-04       5.146147e-08       0.000000e+00       2.749226e-07       1.611606e-08       2.400163e-07       7.599574e-02       1.043649e-01       3.291408e-02       4.488937e-02       8.195278e-05       5.779810e-04       1.767030e-02       1.641972e-02       7.068824e-01
     2.610938e+11       5.491111e-01       3.213785e+07       5.078227e+08       0.000000e+00       1.969470e-04       5.091378e-08       0.000000e+00       2.802334e-07       1.610296e-08       2.462693e-07       7.765498e-02       1.062151e-01       3.333609e-02       4.513052e-02       8.030719e-05       5.781310e-04       1.766268e-02       1.641863e-02       7.027260e-01
     2.615625e+11       5.479834e-01       3.208548e+07       5.087963e+08       0.000000e+00       1.883395e-04       5.014199e-08       0.000000e+00       2.883535e-07       1.608031e-08       2.559661e-07       8.020696e-02       1.090258e-01       3.396539e-02       4.548463e-02       7.791488e-05       5.783404e-04       1.764989e-02       1.641659e-02       6.964055e-01
     2.621875e+11       5.464152e-01       3.201336e+07       5.101013e+08       0.000000e+00       1.774069e-04       4.918841e-08       0.000000e+00       2.994089e-07       1.604512e-08       2.693896e-07       8.370589e-02       1.128217e-01       3.479501e-02       4.594484e-02       7.484455e-05       5.785992e-04       1.763069e-02       1.641316e-02       6.878572e-01
     2.628125e+11       5.448114e-01       3.194147e+07       5.114053e+08       0.000000e+00       1.670779e-04       4.831807e-08       0.000000e+00       3.107401e-07       1.600353e-08       2.834223e-07       8.732237e-02       1.166719e-01       3.561067e-02       4.639174e-02       7.190834e-05       5.788393e-04       1.760887e-02       1.640873e-02       6.791672e-01
     2.634375e+11       5.431993e-01       3.186576e+07       5.127003e+08       0.000000e+00       1.572631e-04       4.751819e-08       0.000000e+00       3.223224e-07       1.595589e-08       2.980189e-07       9.104679e-02       1.205680e-01       3.641250e-02       4.682715e-02       6.908746e-05       5.790653e-04       1.758464e-02       1.640334e-02       6.703515e-01
     2.643750e+11       5.408849e-01       3.175922e+07       5.146043e+08       0.000000e+00       1.437218e-04       4.647881e-08       0.000000e+00       3.403390e-07       1.586772e-08       3.214052e-07       9.691515e-02       1.265201e-01       3.757383e-02       4.745331e-02       6.512539e-05       5.793816e-04       1.754200e-02       1.639224e-02       6.568144e-01
     2.656250e+11       5.379944e-01       3.161952e+07       5.171292e+08       0.000000e+00       1.274324e-04       4.532345e-08       0.000000e+00       3.653457e-07       1.572192e-08       3.550625e-07       1.051895e-01       1.345272e-01       3.903672e-02       4.824278e-02       6.026127e-05       5.797943e-04       1.747598e-02       1.637208e-02       6.383875e-01
     2.668750e+11       5.354326e-01       3.147014e+07       5.196893e+08       0.000000e+00       1.126216e-04       4.436018e-08       0.000000e+00       3.912769e-07       1.554779e-08       3.911211e-07       1.138960e-01       1.426132e-01       4.041950e-02       4.899270e-02       5.575034e-05       5.802126e-04       1.740057e-02       1.634573e-02       6.195829e-01
     2.687500e+11       5.330446e-01       3.122581e+07       5.234219e+08       0.000000e+00       9.406795e-05       4.336776e-08       0.000000e+00       4.331928e-07       1.519881e-08       4.533739e-07       1.283764e-01       1.543778e-01       4.225249e-02       4.999771e-02       4.988959e-05       5.809438e-04       1.726611e-02       1.628923e-02       5.907145e-01
     2.706250e+11       5.309806e-01       3.137402e+07       5.270418e+08       0.000000e+00       7.780348e-05       4.263594e-08       0.000000e+00       4.770535e-07       1.479073e-08       5.212207e-07       1.437904e-01       1.655760e-01       4.391657e-02       5.091299e-02       4.461026e-05       5.817072e-04       1.712006e-02       1.622204e-02       5.617568e-01
     2.718750e+11       5.294433e-01       3.128078e+07       5.294782e+08       0.000000e+00       6.846378e-05       4.230762e-08       0.000000e+00       5.080248e-07       1.446680e-08       5.713426e-07       1.548764e-01       1.725271e-01       4.490260e-02       5.145102e-02       4.147013e-05       5.819896e-04       1.701187e-02       1.616674e-02       5.423712e-01
     2.731250e+11       5.275193e-01       3.084521e+07       5.319515e+08       0.000000e+00       6.020005e-05       4.207440e-08       0.000000e+00       5.404019e-07       1.409584e-08       6.256276e-07       1.666212e-01       1.789504e-01       4.578403e-02       5.192935e-02       3.860199e-05       5.820116e-04       1.689267e-02       1.610012e-02       5.230402e-01
     2.743750e+11       5.246725e-01       3.072943e+07       5.347007e+08       0.000000e+00       5.294441e-05       4.191034e-08       0.000000e+00       5.741555e-07       1.367355e-08       6.840805e-07       1.789836e-01       1.847546e-01       4.655057e-02       5.230881e-02       3.599262e-05       5.819921e-04       1.675975e-02       1.601876e-02       5.039517e-01
     2.753125e+11       5.225093e-01       3.061571e+07       5.368833e+08       0.000000e+00       4.794466e-05       4.181288e-08       0.000000e+00       6.000703e-07       1.333287e-08       7.297490e-07       1.885127e-01       1.888110e-01       4.707073e-02       5.254043e-02       3.415055e-05       5.819505e-04       1.665309e-02       1.595015e-02       4.897965e-01
     2.759375e+11       5.210111e-01       3.058736e+07       5.383009e+08       0.000000e+00       4.488851e-05       4.176207e-08       0.000000e+00       6.177794e-07       1.308831e-08       7.614711e-07       1.950409e-01       1.913195e-01       4.738064e-02       5.265482e-02       3.299457e-05       5.818843e-04       1.657650e-02       1.589843e-02       4.804680e-01
     2.765625e+11       5.195082e-01       3.055117e+07       5.396972e+08       0.000000e+00       4.203290e-05       4.172093e-08       0.000000e+00       6.358183e-07       1.283036e-08       7.941298e-07       2.016906e-01       1.936839e-01       4.766295e-02       5.271617e-02       3.189211e-05       5.817815e-04       1.649551e-02       1.584185e-02       4.712519e-01
     2.771875e+11       5.179577e-01       3.051091e+07       5.410743e+08       0.000000e+00       3.935307e-05       4.168780e-08       0.000000e+00       6.541572e-07       1.256002e-08       8.275938e-07       2.084368e-01       1.959192e-01       4.791966e-02       5.272978e-02       3.083732e-05       5.816320e-04       1.641010e-02       1.578034e-02       4.621507e-01
