# radius        density         temperature       velocity          h          he          c           n           o           ne           mg           si          s          ar          ca          ti          cr           fe           ni          fe52
     2.418438e+12       2.647714e-07       1.159117e+06       4.869683e+09       0.000000e+00       3.398715e-01       3.858675e-01       0.000000e+00       2.739754e-01       2.003685e-04       4.786387e-05       2.061826e-05       1.390876e-05       1.118908e-06       1.605870e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     2.419375e+12       2.639186e-07       1.158336e+06       4.871622e+09       0.000000e+00       3.398719e-01       3.858680e-01       0.000000e+00       2.739757e-01       1.994977e-04       4.767069e-05       2.061828e-05       1.390877e-05       1.118909e-06       1.605872e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     2.420625e+12       2.627813e-07       1.157294e+06       4.874207e+09       0.000000e+00       3.398724e-01       3.858685e-01       0.000000e+00       2.739761e-01       1.983356e-04       4.741288e-05       2.061831e-05       1.390879e-05       1.118911e-06       1.605874e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     2.421875e+12       2.616539e-07       1.156243e+06       4.876792e+09       0.000000e+00       3.398728e-01       3.858690e-01       0.000000e+00       2.739765e-01       1.971951e-04       4.715992e-05       2.061834e-05       1.390881e-05       1.118912e-06       1.605876e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     2.423750e+12       2.599599e-07       1.154683e+06       4.880669e+09       0.000000e+00       3.398735e-01       3.858698e-01       0.000000e+00       2.739771e-01       1.954822e-04       4.678002e-05       2.061838e-05       1.390884e-05       1.118915e-06       1.605879e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     2.427500e+12       2.566491e-07       1.151546e+06       4.888418e+09       0.000000e+00       3.398749e-01       3.858714e-01       0.000000e+00       2.739782e-01       1.922231e-04       4.605759e-05       2.061846e-05       1.390890e-05       1.118919e-06       1.605886e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     2.432500e+12       2.522055e-07       1.147406e+06       4.898758e+09       0.000000e+00       3.398767e-01       3.858734e-01       0.000000e+00       2.739797e-01       1.878145e-04       4.508025e-05       2.061857e-05       1.390897e-05       1.118925e-06       1.605894e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     2.437500e+12       2.479369e-07       1.143278e+06       4.909098e+09       0.000000e+00       3.398784e-01       3.858753e-01       0.000000e+00       2.739811e-01       1.837696e-04       4.418450e-05       2.061867e-05       1.390905e-05       1.118930e-06       1.605902e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     2.445000e+12       2.416408e-07       1.137312e+06       4.924572e+09       0.000000e+00       3.398807e-01       3.858780e-01       0.000000e+00       2.739831e-01       1.779711e-04       4.290111e-05       2.061882e-05       1.390915e-05       1.118938e-06       1.605913e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     2.455000e+12       2.335475e-07       1.129254e+06       4.945248e+09       0.000000e+00       3.398837e-01       3.858814e-01       0.000000e+00       2.739856e-01       1.708292e-04       4.132194e-05       2.061900e-05       1.390927e-05       1.118948e-06       1.605926e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     2.465000e+12       2.257526e-07       1.121301e+06       4.965925e+09       0.000000e+00       3.398864e-01       3.858844e-01       0.000000e+00       2.739878e-01       1.642625e-04       3.987148e-05       2.061916e-05       1.390938e-05       1.118956e-06       1.605939e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     2.475000e+12       2.182438e-07       1.113424e+06       4.986601e+09       0.000000e+00       3.398888e-01       3.858872e-01       0.000000e+00       2.739899e-01       1.582267e-04       3.853967e-05       2.061931e-05       1.390949e-05       1.118964e-06       1.605950e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     2.485000e+12       2.110098e-07       1.105618e+06       5.007278e+09       0.000000e+00       3.398911e-01       3.858898e-01       0.000000e+00       2.739918e-01       1.526788e-04       3.731679e-05       2.061945e-05       1.390959e-05       1.118972e-06       1.605961e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     2.495000e+12       2.040394e-07       1.097897e+06       5.027955e+09       0.000000e+00       3.398932e-01       3.858922e-01       0.000000e+00       2.739936e-01       1.475799e-04       3.619405e-05       2.061958e-05       1.390968e-05       1.118979e-06       1.605971e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     2.505000e+12       1.973220e-07       1.090251e+06       5.048633e+09       0.000000e+00       3.398951e-01       3.858944e-01       0.000000e+00       2.739952e-01       1.428942e-04       3.516338e-05       2.061970e-05       1.390976e-05       1.118985e-06       1.605979e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     2.515000e+12       1.908472e-07       1.082692e+06       5.069310e+09       0.000000e+00       3.398969e-01       3.858964e-01       0.000000e+00       2.739966e-01       1.385888e-04       3.421735e-05       2.061980e-05       1.390983e-05       1.118991e-06       1.605988e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     2.525000e+12       1.846059e-07       1.075189e+06       5.089988e+09       0.000000e+00       3.398985e-01       3.858982e-01       0.000000e+00       2.739980e-01       1.346332e-04       3.334910e-05       2.061990e-05       1.390990e-05       1.118996e-06       1.605995e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     2.535000e+12       1.785885e-07       1.067774e+06       5.110665e+09       0.000000e+00       3.399000e-01       3.858999e-01       0.000000e+00       2.739993e-01       1.309995e-04       3.255231e-05       2.061999e-05       1.390996e-05       1.119001e-06       1.606002e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     2.545000e+12       1.727864e-07       1.060438e+06       5.131343e+09       0.000000e+00       3.399014e-01       3.859015e-01       0.000000e+00       2.740004e-01       1.276617e-04       3.182119e-05       2.062008e-05       1.391002e-05       1.119005e-06       1.606008e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     2.555000e+12       1.671913e-07       1.053164e+06       5.152022e+09       0.000000e+00       3.399026e-01       3.859029e-01       0.000000e+00       2.740015e-01       1.245961e-04       3.115040e-05       2.062015e-05       1.391008e-05       1.119009e-06       1.606014e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     2.565000e+12       1.617953e-07       1.045970e+06       5.172701e+09       0.000000e+00       3.399038e-01       3.859042e-01       0.000000e+00       2.740024e-01       1.217807e-04       3.053500e-05       2.062022e-05       1.391013e-05       1.119013e-06       1.606019e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     2.575000e+12       1.565909e-07       1.038842e+06       5.193380e+09       0.000000e+00       3.399048e-01       3.859054e-01       0.000000e+00       2.740033e-01       1.191955e-04       2.997049e-05       2.062029e-05       1.391017e-05       1.119016e-06       1.606024e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     2.585000e+12       1.515709e-07       1.031778e+06       5.214061e+09       0.000000e+00       3.399058e-01       3.859065e-01       0.000000e+00       2.740041e-01       1.168217e-04       2.945269e-05       2.062035e-05       1.391021e-05       1.119020e-06       1.606029e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     2.595000e+12       1.467283e-07       1.024788e+06       5.234742e+09       0.000000e+00       3.399067e-01       3.859075e-01       0.000000e+00       2.740049e-01       1.146422e-04       2.897780e-05       2.062040e-05       1.391025e-05       1.119022e-06       1.606033e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     2.605000e+12       1.420561e-07       1.017873e+06       5.255423e+09       0.000000e+00       3.399075e-01       3.859085e-01       0.000000e+00       2.740056e-01       1.126414e-04       2.854228e-05       2.062045e-05       1.391029e-05       1.119025e-06       1.606037e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     2.615000e+12       1.375479e-07       1.011020e+06       5.276105e+09       0.000000e+00       3.399082e-01       3.859093e-01       0.000000e+00       2.740062e-01       1.108048e-04       2.814291e-05       2.062050e-05       1.391032e-05       1.119028e-06       1.606040e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     2.625000e+12       1.331975e-07       1.004229e+06       5.296787e+09       0.000000e+00       3.399089e-01       3.859101e-01       0.000000e+00       2.740068e-01       1.091189e-04       2.777672e-05       2.062054e-05       1.391035e-05       1.119030e-06       1.606043e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     2.635000e+12       1.289988e-07       9.975063e+05       5.317469e+09       0.000000e+00       3.399096e-01       3.859108e-01       0.000000e+00       2.740073e-01       1.075716e-04       2.744098e-05       2.062058e-05       1.391037e-05       1.119032e-06       1.606046e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     2.645000e+12       1.249459e-07       9.908535e+05       5.338152e+09       0.000000e+00       3.399101e-01       3.859115e-01       0.000000e+00       2.740078e-01       1.061516e-04       2.713317e-05       2.062061e-05       1.391040e-05       1.119034e-06       1.606049e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     2.655000e+12       1.210335e-07       9.842672e+05       5.358835e+09       0.000000e+00       3.399107e-01       3.859121e-01       0.000000e+00       2.740083e-01       1.048484e-04       2.685100e-05       2.062064e-05       1.391042e-05       1.119035e-06       1.606051e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     2.665000e+12       1.172561e-07       9.777451e+05       5.379519e+09       0.000000e+00       3.399112e-01       3.859126e-01       0.000000e+00       2.740087e-01       1.036526e-04       2.659235e-05       2.062067e-05       1.391044e-05       1.119037e-06       1.606053e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     2.675000e+12       1.136086e-07       9.712854e+05       5.400203e+09       0.000000e+00       3.399116e-01       3.859132e-01       0.000000e+00       2.740091e-01       1.025554e-04       2.635526e-05       2.062070e-05       1.391046e-05       1.119038e-06       1.606056e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     2.685000e+12       1.100860e-07       9.648870e+05       5.420888e+09       0.000000e+00       3.399120e-01       3.859136e-01       0.000000e+00       2.740094e-01       1.015487e-04       2.613797e-05       2.062073e-05       1.391048e-05       1.119040e-06       1.606057e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     2.695000e+12       1.066837e-07       9.585479e+05       5.441574e+09       0.000000e+00       3.399124e-01       3.859140e-01       0.000000e+00       2.740097e-01       1.006251e-04       2.593882e-05       2.062075e-05       1.391050e-05       1.119041e-06       1.606059e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     2.705000e+12       1.033973e-07       9.522683e+05       5.462260e+09       0.000000e+00       3.399127e-01       3.859144e-01       0.000000e+00       2.740100e-01       9.977773e-05       2.575631e-05       2.062077e-05       1.391051e-05       1.119042e-06       1.606061e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     2.715000e+12       1.002224e-07       9.460500e+05       5.482946e+09       0.000000e+00       3.399130e-01       3.859148e-01       0.000000e+00       2.740103e-01       9.900041e-05       2.558906e-05       2.062079e-05       1.391052e-05       1.119043e-06       1.606062e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     2.725000e+12       9.715491e-08       9.398921e+05       5.503633e+09       0.000000e+00       3.399133e-01       3.859151e-01       0.000000e+00       2.740106e-01       9.828736e-05       2.543580e-05       2.062081e-05       1.391054e-05       1.119044e-06       1.606063e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     2.735000e+12       9.419094e-08       9.337929e+05       5.524320e+09       0.000000e+00       3.399136e-01       3.859154e-01       0.000000e+00       2.740108e-01       9.763329e-05       2.529536e-05       2.062082e-05       1.391055e-05       1.119045e-06       1.606065e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     2.745000e+12       9.132668e-08       9.277529e+05       5.545008e+09       0.000000e+00       3.399138e-01       3.859157e-01       0.000000e+00       2.740110e-01       9.703335e-05       2.516669e-05       2.062084e-05       1.391056e-05       1.119046e-06       1.606066e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     2.755000e+12       8.855854e-08       9.217702e+05       5.565697e+09       0.000000e+00       3.399141e-01       3.859160e-01       0.000000e+00       2.740112e-01       9.648308e-05       2.504879e-05       2.062085e-05       1.391057e-05       1.119046e-06       1.606067e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     2.765000e+12       8.588296e-08       9.158447e+05       5.586387e+09       0.000000e+00       3.399143e-01       3.859162e-01       0.000000e+00       2.740114e-01       9.597838e-05       2.494077e-05       2.062086e-05       1.391058e-05       1.119047e-06       1.606068e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     2.775000e+12       8.329650e-08       9.099764e+05       5.607077e+09       0.000000e+00       3.399145e-01       3.859164e-01       0.000000e+00       2.740115e-01       9.551551e-05       2.484181e-05       2.062088e-05       1.391059e-05       1.119048e-06       1.606069e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     2.785000e+12       8.079594e-08       9.041623e+05       5.627769e+09       0.000000e+00       3.399146e-01       3.859166e-01       0.000000e+00       2.740117e-01       9.509100e-05       2.475115e-05       2.062089e-05       1.391059e-05       1.119048e-06       1.606069e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     2.795000e+12       7.837829e-08       8.984018e+05       5.648461e+09       0.000000e+00       3.399148e-01       3.859168e-01       0.000000e+00       2.740118e-01       9.470168e-05       2.466809e-05       2.062090e-05       1.391060e-05       1.119049e-06       1.606070e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     2.805000e+12       7.604062e-08       8.926950e+05       5.669154e+09       0.000000e+00       3.399149e-01       3.859169e-01       0.000000e+00       2.740119e-01       9.434464e-05       2.459201e-05       2.062090e-05       1.391061e-05       1.119049e-06       1.606071e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     2.815000e+12       7.377999e-08       8.870422e+05       5.689848e+09       0.000000e+00       3.399151e-01       3.859171e-01       0.000000e+00       2.740120e-01       9.401722e-05       2.452230e-05       2.062091e-05       1.391061e-05       1.119050e-06       1.606071e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     2.825000e+12       7.159361e-08       8.814425e+05       5.710542e+09       0.000000e+00       3.399152e-01       3.859172e-01       0.000000e+00       2.740121e-01       9.371697e-05       2.445845e-05       2.062092e-05       1.391062e-05       1.119050e-06       1.606072e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     2.835000e+12       6.947889e-08       8.758939e+05       5.731238e+09       0.000000e+00       3.399153e-01       3.859174e-01       0.000000e+00       2.740122e-01       9.344162e-05       2.439996e-05       2.062093e-05       1.391062e-05       1.119050e-06       1.606072e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     2.845000e+12       6.743333e-08       8.703964e+05       5.751933e+09       0.000000e+00       3.399154e-01       3.859175e-01       0.000000e+00       2.740123e-01       9.318912e-05       2.434638e-05       2.062093e-05       1.391063e-05       1.119051e-06       1.606073e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     2.855000e+12       6.545442e-08       8.649508e+05       5.772630e+09       0.000000e+00       3.399155e-01       3.859176e-01       0.000000e+00       2.740124e-01       9.295758e-05       2.429730e-05       2.062094e-05       1.391063e-05       1.119051e-06       1.606073e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     2.865000e+12       6.353960e-08       8.595592e+05       5.793326e+09       0.000000e+00       3.399156e-01       3.859177e-01       0.000000e+00       2.740125e-01       9.274526e-05       2.425234e-05       2.062094e-05       1.391063e-05       1.119051e-06       1.606074e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     2.875000e+12       6.168653e-08       8.542179e+05       5.814024e+09       0.000000e+00       3.399157e-01       3.859178e-01       0.000000e+00       2.740126e-01       9.255056e-05       2.421116e-05       2.062095e-05       1.391064e-05       1.119052e-06       1.606074e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     2.885000e+12       5.989305e-08       8.489233e+05       5.834721e+09       0.000000e+00       3.399157e-01       3.859179e-01       0.000000e+00       2.740126e-01       9.237203e-05       2.417344e-05       2.062095e-05       1.391064e-05       1.119052e-06       1.606074e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     2.895000e+12       5.815706e-08       8.436778e+05       5.855419e+09       0.000000e+00       3.399158e-01       3.859179e-01       0.000000e+00       2.740127e-01       9.220831e-05       2.413889e-05       2.062096e-05       1.391064e-05       1.119052e-06       1.606075e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     2.905000e+12       5.647654e-08       8.384799e+05       5.876118e+09       0.000000e+00       3.399159e-01       3.859180e-01       0.000000e+00       2.740127e-01       9.205819e-05       2.410724e-05       2.062096e-05       1.391065e-05       1.119052e-06       1.606075e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     2.915000e+12       5.484958e-08       8.333294e+05       5.896817e+09       0.000000e+00       3.399159e-01       3.859181e-01       0.000000e+00       2.740128e-01       9.192053e-05       2.407825e-05       2.062096e-05       1.391065e-05       1.119052e-06       1.606075e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     2.925000e+12       5.327434e-08       8.282262e+05       5.917516e+09       0.000000e+00       3.399160e-01       3.859181e-01       0.000000e+00       2.740128e-01       9.179429e-05       2.405169e-05       2.062097e-05       1.391065e-05       1.119053e-06       1.606076e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     2.935000e+12       5.174903e-08       8.231689e+05       5.938215e+09       0.000000e+00       3.399160e-01       3.859182e-01       0.000000e+00       2.740129e-01       9.167853e-05       2.402737e-05       2.062097e-05       1.391065e-05       1.119053e-06       1.606076e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     2.945000e+12       5.027186e-08       8.181603e+05       5.958915e+09       0.000000e+00       3.399161e-01       3.859182e-01       0.000000e+00       2.740129e-01       9.157238e-05       2.400509e-05       2.062097e-05       1.391065e-05       1.119053e-06       1.606076e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     2.955000e+12       4.884110e-08       8.132001e+05       5.979615e+09       0.000000e+00       3.399161e-01       3.859183e-01       0.000000e+00       2.740129e-01       9.147504e-05       2.398467e-05       2.062098e-05       1.391066e-05       1.119053e-06       1.606076e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     2.965000e+12       4.745525e-08       8.082807e+05       6.000316e+09       0.000000e+00       3.399161e-01       3.859183e-01       0.000000e+00       2.740130e-01       9.138577e-05       2.396598e-05       2.062098e-05       1.391066e-05       1.119053e-06       1.606076e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     2.975000e+12       4.611285e-08       8.034024e+05       6.021017e+09       0.000000e+00       3.399162e-01       3.859183e-01       0.000000e+00       2.740130e-01       9.130390e-05       2.394885e-05       2.062098e-05       1.391066e-05       1.119053e-06       1.606076e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     2.985000e+12       4.481234e-08       7.985726e+05       6.041719e+09       0.000000e+00       3.399162e-01       3.859184e-01       0.000000e+00       2.740130e-01       9.122883e-05       2.393316e-05       2.062098e-05       1.391066e-05       1.119053e-06       1.606077e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     2.995000e+12       4.355217e-08       7.937893e+05       6.062421e+09       0.000000e+00       3.399162e-01       3.859184e-01       0.000000e+00       2.740130e-01       9.115998e-05       2.391879e-05       2.062098e-05       1.391066e-05       1.119053e-06       1.606077e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     3.005000e+12       4.233093e-08       7.890457e+05       6.083124e+09       0.000000e+00       3.399162e-01       3.859184e-01       0.000000e+00       2.740131e-01       9.109684e-05       2.390562e-05       2.062098e-05       1.391066e-05       1.119053e-06       1.606077e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     3.015000e+12       4.114735e-08       7.843405e+05       6.103827e+09       0.000000e+00       3.399163e-01       3.859185e-01       0.000000e+00       2.740131e-01       9.103893e-05       2.389356e-05       2.062099e-05       1.391066e-05       1.119054e-06       1.606077e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     3.025000e+12       4.000009e-08       7.796823e+05       6.124530e+09       0.000000e+00       3.399163e-01       3.859185e-01       0.000000e+00       2.740131e-01       9.098582e-05       2.388251e-05       2.062099e-05       1.391067e-05       1.119054e-06       1.606077e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     3.035000e+12       3.888791e-08       7.750679e+05       6.145233e+09       0.000000e+00       3.399163e-01       3.859185e-01       0.000000e+00       2.740131e-01       9.093711e-05       2.387238e-05       2.062099e-05       1.391067e-05       1.119054e-06       1.606077e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     3.045000e+12       3.780967e-08       7.704912e+05       6.165938e+09       0.000000e+00       3.399163e-01       3.859185e-01       0.000000e+00       2.740131e-01       9.089243e-05       2.386311e-05       2.062099e-05       1.391067e-05       1.119054e-06       1.606077e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     3.055000e+12       3.676431e-08       7.659474e+05       6.186643e+09       0.000000e+00       3.399163e-01       3.859185e-01       0.000000e+00       2.740132e-01       9.085146e-05       2.385461e-05       2.062099e-05       1.391067e-05       1.119054e-06       1.606077e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     3.065000e+12       3.575073e-08       7.614505e+05       6.207348e+09       0.000000e+00       3.399164e-01       3.859186e-01       0.000000e+00       2.740132e-01       9.081387e-05       2.384683e-05       2.062099e-05       1.391067e-05       1.119054e-06       1.606077e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     3.075000e+12       3.476784e-08       7.569971e+05       6.228054e+09       0.000000e+00       3.399164e-01       3.859186e-01       0.000000e+00       2.740132e-01       9.077939e-05       2.383969e-05       2.062099e-05       1.391067e-05       1.119054e-06       1.606077e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     3.085000e+12       3.381464e-08       7.525760e+05       6.248762e+09       0.000000e+00       3.399164e-01       3.859186e-01       0.000000e+00       2.740132e-01       9.074777e-05       2.383316e-05       2.062099e-05       1.391067e-05       1.119054e-06       1.606077e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     3.095000e+12       3.289020e-08       7.481880e+05       6.269470e+09       0.000000e+00       3.399164e-01       3.859186e-01       0.000000e+00       2.740132e-01       9.071876e-05       2.382717e-05       2.062099e-05       1.391067e-05       1.119054e-06       1.606077e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     3.105000e+12       3.199358e-08       7.438445e+05       6.290178e+09       0.000000e+00       3.399164e-01       3.859186e-01       0.000000e+00       2.740132e-01       9.069215e-05       2.382168e-05       2.062099e-05       1.391067e-05       1.119054e-06       1.606078e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     3.115000e+12       3.112387e-08       7.395458e+05       6.310888e+09       0.000000e+00       3.399164e-01       3.859186e-01       0.000000e+00       2.740132e-01       9.066773e-05       2.381665e-05       2.062100e-05       1.391067e-05       1.119054e-06       1.606078e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     3.125000e+12       3.028019e-08       7.352758e+05       6.331599e+09       0.000000e+00       3.399164e-01       3.859186e-01       0.000000e+00       2.740132e-01       9.064533e-05       2.381204e-05       2.062100e-05       1.391067e-05       1.119054e-06       1.606078e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     3.135000e+12       2.946174e-08       7.310331e+05       6.352310e+09       0.000000e+00       3.399164e-01       3.859187e-01       0.000000e+00       2.740132e-01       9.062478e-05       2.380782e-05       2.062100e-05       1.391067e-05       1.119054e-06       1.606078e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     3.145000e+12       2.866773e-08       7.268374e+05       6.373022e+09       0.000000e+00       3.399164e-01       3.859187e-01       0.000000e+00       2.740132e-01       9.060593e-05       2.380395e-05       2.062100e-05       1.391067e-05       1.119054e-06       1.606078e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     3.155000e+12       2.789735e-08       7.226872e+05       6.393734e+09       0.000000e+00       3.399164e-01       3.859187e-01       0.000000e+00       2.740132e-01       9.058863e-05       2.380040e-05       2.062100e-05       1.391067e-05       1.119054e-06       1.606078e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     3.165000e+12       2.714983e-08       7.185719e+05       6.414446e+09       0.000000e+00       3.399164e-01       3.859187e-01       0.000000e+00       2.740133e-01       9.057275e-05       2.379715e-05       2.062100e-05       1.391067e-05       1.119054e-06       1.606078e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     3.175000e+12       2.642437e-08       7.144931e+05       6.435159e+09       0.000000e+00       3.399165e-01       3.859187e-01       0.000000e+00       2.740133e-01       9.055818e-05       2.379417e-05       2.062100e-05       1.391067e-05       1.119054e-06       1.606078e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     3.185000e+12       2.572024e-08       7.104500e+05       6.455872e+09       0.000000e+00       3.399165e-01       3.859187e-01       0.000000e+00       2.740133e-01       9.054481e-05       2.379144e-05       2.062100e-05       1.391067e-05       1.119054e-06       1.606078e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     3.195000e+12       2.503674e-08       7.064410e+05       6.476585e+09       0.000000e+00       3.399165e-01       3.859187e-01       0.000000e+00       2.740133e-01       9.053255e-05       2.378894e-05       2.062100e-05       1.391067e-05       1.119054e-06       1.606078e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     3.205000e+12       2.437324e-08       7.024643e+05       6.497300e+09       0.000000e+00       3.399165e-01       3.859187e-01       0.000000e+00       2.740133e-01       9.052129e-05       2.378664e-05       2.062100e-05       1.391067e-05       1.119054e-06       1.606078e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     3.215000e+12       2.372913e-08       6.985190e+05       6.518015e+09       0.000000e+00       3.399165e-01       3.859187e-01       0.000000e+00       2.740133e-01       9.051095e-05       2.378454e-05       2.062100e-05       1.391067e-05       1.119054e-06       1.606078e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
