  #time                     mass                      x-momentum                y-momentum                z-momentum                E_total                   E_kinetic                 E_internal                E_nuclear                 Grav_Potential            Peak Density              Peak Temperature          Minimum Gamc              Nickel Yield              Silicon Yield             Helium Yield              Carbon Yield              Nitrogen Yield            Oxygen Yield              Neon Yield                Magnesium Yield           Sulphur Yield             Argon Yield               Calcium Yield             Titanium Yield            Chromium Yield            52Fe Yield                54Fe Yield               
  0.000000000000000000E+00  2.538896409300971347E+35  1.147861176010801776E+44  0.000000000000000000E+00  0.000000000000000000E+00  3.610040817889203833E+53  3.259953738710218611E+52  3.284045444018181760E+53  0.000000000000000000E+00 -2.780735239839038911E+53  4.241539021644823952E+05  2.591108599254422188E+09  1.263040282709007478E+00  3.408698109733738590E+01  2.450461644103266678E+01  2.052568287832218008E+00  4.442573282109936628E+00  5.870697439819848526E-24  3.514401401375408796E+01  2.669512838480897710E+00  2.527316198118670698E+00  1.515609658454348896E+01  3.059902737045703702E+00  3.259982020333516139E+00  2.677410676999131094E-03  1.807140713222385106E-02  3.779654789035982732E-01  3.381831800739201754E-01
  2.580232238769531556E-09  2.538896409300971716E+35  1.147861176123296260E+44  0.000000000000000000E+00  0.000000000000000000E+00  3.610040817412312133E+53  3.259953739324593639E+52  3.284045443479853354E+53 -7.088117578569296258E+50 -2.780735239380424627E+53  4.241539019600002794E+05  2.591108598613221169E+09  1.263040282701773043E+00  3.408698109290550349E+01  2.450461644098021452E+01  2.052568287815550008E+00  4.442573282113173150E+00  5.871002189276667557E-24  3.514401401373194034E+01  2.669512838485490036E+00  2.527316198159449190E+00  1.515609658453483100E+01  3.059902737074819079E+00  3.259982020340961739E+00  2.677410678886469036E-03  1.807140713303342569E-02  3.779654789043228047E-01  3.381831843584044428E-01
  2.735557561562891324E-08  2.538896409300970978E+35  1.147861177203450244E+44  0.000000000000000000E+00  0.000000000000000000E+00  3.610040812833238659E+53  3.259953745223812227E+52  3.284045438310858287E+53 -7.087030318337783822E+50 -2.780735234976833069E+53  4.241538999965672265E+05  2.591108592456884861E+09  1.263040282632282407E+00  3.408698105035453807E+01  2.450461644047663512E+01  2.052568287655475832E+00  4.442573282144272717E+00  5.871002364599602418E-24  3.514401401351962306E+01  2.669512838529554344E+00  2.527316198551033732E+00  1.515609658445165664E+01  3.059902737354382118E+00  3.259982020412455661E+00  2.677410697008628625E-03  1.807140714080695751E-02  3.779654789112771307E-01  3.381832254943569205E-01
  2.580939414228211183E-07  2.538896409300970978E+35  1.147861187263173635E+44  0.000000000000000000E+00  0.000000000000000000E+00  3.610040770188637718E+53  3.259953800164609544E+52  3.284045390172179475E+53 -7.077219455250935382E+50 -2.780735193965178299E+53  4.241538817106742645E+05  2.591108535162374020E+09  1.263040281985105651E+00  3.408698065439791236E+01  2.450461643578670845E+01  2.052568286164680789E+00  4.442573282433861515E+00  5.871003997812606602E-24  3.514401401154199078E+01  2.669512838939947841E+00  2.527316202197940065E+00  1.515609658367697854E+01  3.059902739958039408E+00  3.259982021078251524E+00  2.677410865784525962E-03  1.807140721320356705E-02  3.779654789760433786E-01  3.381836082843732716E-01
  2.407012430484044580E-06  2.538896409300972454E+35  1.147861280951635510E+44  0.000000000000000000E+00  0.000000000000000000E+00  3.610040373171015580E+53  3.259954311844748801E+52  3.284044941986541125E+53 -6.964552204767771598E+50 -2.780734812014423124E+53  4.241537114102384076E+05  2.591108006017521858E+09  1.263040275957797665E+00  3.408697700042939260E+01  2.450461639210826448E+01  2.052568272280536732E+00  4.442573285130878347E+00  5.871019240668689431E-24  3.514401399312431806E+01  2.669512842761782245E+00  2.527316236162131080E+00  1.515609657646217556E+01  3.059902764206908543E+00  3.259982027279019867E+00  2.677412437643775928E-03  1.807140788744923676E-02  3.779654795792171673E-01  3.381871408316281524E-01
  2.242037542919706752E-05  2.538896409300972822E+35  1.147862153492399043E+44  0.000000000000000000E+00  0.000000000000000000E+00  3.610036697961343600E+53  3.259959077593128265E+52  3.284040790202030135E+53 -4.983136532058185224E+50 -2.780731254824548860E+53  4.241521253832001821E+05  2.591103792727512360E+09  1.263040219824957955E+00  3.408694829006404348E+01  2.450461598530058538E+01  2.052568142971118448E+00  4.442573310246075380E+00  5.871162929344803260E-24  3.514401382162976262E+01  2.669512878334006967E+00  2.527316552454998533E+00  1.515609650926509921E+01  3.059902990078019691E+00  3.259982085033348298E+00  2.677427077695936943E-03  1.807141416681678700E-02  3.779654851962196971E-01  3.382149103688217862E-01
  2.088093429759527999E-04  2.538896409300969871E+35  1.147870279615479540E+44  0.000000000000000000E+00  0.000000000000000000E+00  3.610003361748115448E+53  3.260003492215803591E+52  3.284003012526535195E+53 -2.179913895478465640E+49 -2.780698126236942072E+53  4.241373562190474477E+05  2.591077729221413136E+09  1.263039697120499572E+00  3.408689356986049290E+01  2.450461219487554487E+01  2.052566938388435958E+00  4.442573543914857481E+00  5.872339087721613125E-24  3.514401222734875319E+01  2.669513207724423243E+00  2.527319496165117307E+00  1.515609588309429157E+01  3.059905096782135736E+00  3.259982623362625453E+00  2.677563507956614696E-03  1.807147264502392825E-02  3.779655374619356190E-01  3.382684636615304608E-01
  1.944691874331606809E-03  2.538896409300975774E+35  1.147945957516977935E+44  0.000000000000000000E+00  0.000000000000000000E+00  3.609695030435247408E+53  3.260419382242832874E+52  3.283653092210963057E+53  1.281695662645059579E+49 -2.780389620376276881E+53  4.239999700908022351E+05  2.590840535273215771E+09  1.263034835423589408E+00  3.408688667908712233E+01  2.450457674756722426E+01  2.052555694191676494E+00  4.442575699742916662E+00  5.875699525772063684E-24  3.514399762917008019E+01  2.669516109995721198E+00  2.527346736245893677E+00  1.515609002157920315E+01  3.059924985990337909E+00  3.259987676071038454E+00  2.678841367449898581E-03  1.807201701202886673E-02  3.779660199267839138E-01  3.382824436512221755E-01
  1.811135775765342765E-02  2.538896409300973191E+35  1.148650547784111747E+44  0.000000000000000000E+00  0.000000000000000000E+00  3.606826531961519508E+53  3.264394671134597258E+52  3.280387064848059198E+53  1.539916524750389680E+49 -2.777518882598066013E+53  4.227344346141159767E+05  2.588652699800122261E+09  1.262990112663888054E+00  3.408695802993329238E+01  2.450424594862060701E+01  2.052448915766178938E+00  4.442594000428290890E+00  5.879028417523976551E-24  3.514385766263024635E+01  2.669528753648296782E+00  2.527585429945014006E+00  1.515604194990125109E+01  3.060134726949400363E+00  3.260041225273625276E+00  2.691347592713760201E-03  1.807706733492063511E-02  3.779701443016957318E-01  3.382821173932250569E-01
  1.146339881923201937E-01  2.538896409300976512E+35  1.152849432191473378E+44  0.000000000000000000E+00  0.000000000000000000E+00  3.589791248079664952E+53  3.288215610424173991E+52  3.260969687037248084E+53  2.273424621014396813E+49 -2.760468377891651999E+53  4.156875212225216674E+05  2.576372028477349758E+09  1.262744076434963558E+00  3.408741260660416117E+01  2.450260555434572751E+01  2.051756797435751345E+00  4.442627363907829086E+00  5.880426499430894856E-24  3.514272110917378455E+01  2.669064216168454351E+00  2.528482368693620419E+00  1.515598919228198582E+01  3.062039856959174688E+00  3.260615339107162391E+00  2.783957694914950768E-03  1.810660874487332248E-02  3.779820747597162356E-01  3.382707537005723020E-01
